CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.01;Receitas da Intermediação Financeira;85143206.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.01;Receitas da Intermediação Financeira;106919760.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.01.01;Receita de Juros;85143206.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.01.01;Receita de Juros;106919760.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.02;Despesas da Intermediação Financeira;-50775741.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.02;Despesas da Intermediação Financeira;-69976075.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.02.01;Despesa de Juros;-43061187.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.02.01;Despesa de Juros;-61403710.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.02.02;Despesa com Provisão para Perdas em Empréstimos;-7714554.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.02.02;Despesa com Provisão para Perdas em Empréstimos;-8572365.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.03;Resultado Bruto Intermediação Financeira;34367465.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.03;Resultado Bruto Intermediação Financeira;36943685.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04;Outras Despesas/Receitas Operacionais;-17816599.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.04;Outras Despesas/Receitas Operacionais;-19148430.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04.01;Receitas de Prestação de Serviços;0.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.04.01;Receitas de Prestação de Serviços;0.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04.02;Despesas de Pessoal;-14634468.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.04.02;Despesas de Pessoal;-16634088.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04.03;Outras Despesas Administrativas;-8491452.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.04.03;Outras Despesas Administrativas;-9063824.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04.04;Despesas Tributárias;0.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.04.04;Despesas Tributárias;0.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04.05;Outras Receitas Operacionais;23855006.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.04.05;Outras Receitas Operacionais;28105433.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04.05.01;Receita Líquida de Tarifas e Comissões;13602500.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2011-01-01;2011-12-31;3.04.05.01;Receita Líquida de Tarifas e Comissões;15162111.00
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2010-01-01;2010-12-31;3.04.05.02;Ganhos/(Perdas) Líquidos sobre Ativos/Passivos Financeiros ao Valor Justo por Meio do Resultado;-2175394.00
