CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01;Caixa Líquido Atividades Operacionais;-46925241.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01;Caixa Líquido Atividades Operacionais;28442399.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01.01;Caixa Gerado nas Operações;41607323.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01.01;Caixa Gerado nas Operações;38655376.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01.02;Variações nos Ativos e Passivos;-88532564.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01.02;Variações nos Ativos e Passivos;-10212977.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01.03;Outros;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01.03;Outros;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.02;Caixa Líquido Atividades de Investimento;-6381485.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.02;Caixa Líquido Atividades de Investimento;-5255804.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.03;Caixa Líquido Atividades de Financiamento;-2671366.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.03;Caixa Líquido Atividades de Financiamento;-12577971.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;36146.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;2522422.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-55941946.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;13131046.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;103116103.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;47174157.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;47174157.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;60305203.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01;Caixa Líquido Atividades Operacionais;694392.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01;Caixa Líquido Atividades Operacionais;2410161.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01.01;Caixa Gerado nas Operações;3086019.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01.01;Caixa Gerado nas Operações;4424394.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01.02;Variações nos Ativos e Passivos;590654.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01.02;Variações nos Ativos e Passivos;-2023292.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01.03;Outros;-2982281.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01.03;Outros;9059.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.02;Caixa Líquido Atividades de Investimento;1543386.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.02;Caixa Líquido Atividades de Investimento;421308.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.03;Caixa Líquido Atividades de Financiamento;-1941381.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.03;Caixa Líquido Atividades de Financiamento;-3068044.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;296397.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-236575.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;327198.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;792252.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;623595.00
00.001.180/0001-26;2018-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;555677.00
00.359.742/0001-08;2018-12-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01;Caixa Líquido Atividades Operacionais;4883.00
00.359.742/0001-08;2018-12-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;6.01;Caixa Líquido Atividades Operacionais;718.00
00.359.742/0001-08;2018-12-31;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;6.01.01;Caixa Gerado nas Operações;4065.00
