CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.01;Caixa Líquido Atividades Operacionais;26786240.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.01;Caixa Líquido Atividades Operacionais;8734426.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.01.01;Caixa Gerado nas Operações;29368481.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.01.01;Caixa Gerado nas Operações;36034535.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.01.02;Variações nos Ativos e Passivos;-2582241.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.01.02;Variações nos Ativos e Passivos;-27300109.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.01.03;Outros;0.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.01.03;Outros;0.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.02;Caixa Líquido Atividades de Investimento;-13489157.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.02;Caixa Líquido Atividades de Investimento;-13657895.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.03;Caixa Líquido Atividades de Financiamento;3420835.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.03;Caixa Líquido Atividades de Financiamento;17166854.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;2372270.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;1632620.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;19090188.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;13876005.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;25219700.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2012-01-01;2012-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;44309888.00
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2011-01-01;2011-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;44309888.00
