CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01;Caixa Líquido Atividades Operacionais;-7797627.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01;Caixa Líquido Atividades Operacionais;-10716026.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01.01;Caixa Gerado nas Operações;19612001.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01.01;Caixa Gerado nas Operações;17373602.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01.02;Variações nos Ativos e Passivos;-27409628.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01.02;Variações nos Ativos e Passivos;-28089628.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01.03;Outros;0.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01.03;Outros;0.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.02;Caixa Líquido Atividades de Investimento;918222.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.02;Caixa Líquido Atividades de Investimento;907069.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.03;Caixa Líquido Atividades de Financiamento;17393846.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.03;Caixa Líquido Atividades de Financiamento;18203017.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;1626962.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;3440862.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;12141403.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;11834922.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;44865313.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;57006716.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;57006716.00
00.000.000/0001-91;2013-12-31;4;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;68841638.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01;Caixa Líquido Atividades Operacionais;-1070278.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01;Caixa Líquido Atividades Operacionais;-1119175.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01.01;Caixa Gerado nas Operações;-1070278.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01.01;Caixa Gerado nas Operações;-1119175.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01.02;Variações nos Ativos e Passivos;0.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01.02;Variações nos Ativos e Passivos;0.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01.03;Outros;0.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01.03;Outros;0.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.02;Caixa Líquido Atividades de Investimento;-54987.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.02;Caixa Líquido Atividades de Investimento;-39011.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.03;Caixa Líquido Atividades de Financiamento;645385.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.03;Caixa Líquido Atividades de Financiamento;1298384.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.04;Variação Cambial s/ Caixa e Equivalentes;0.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-479880.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.05;Aumento (Redução) de Caixa e Equivalentes;140198.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;846576.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;366696.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;366696.00
00.000.208/0001-00;2013-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.05.02;Saldo Final de Caixa e Equivalentes;506894.00
00.001.180/0001-26;2013-12-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01;Caixa Líquido Atividades Operacionais;13349925.00
00.001.180/0001-26;2013-12-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;ÚLTIMO;2013-01-01;2013-12-31;6.01;Caixa Líquido Atividades Operacionais;9329355.00
00.001.180/0001-26;2013-12-31;2;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;DF Consolidado - Demonstração do Fluxo de Caixa (Método Indireto);REAL;MILHAR;PENÚLTIMO;2012-01-01;2012-12-31;6.01.01;Caixa Gerado nas Operações;5748977.00
